num_starterpacks_seen,num_unique_feeds_from_starterpacks,num_popular_feeds_seen,num_feed_generators_indexed,num_feeds_panel,num_feeds_snapshotted_success,num_feed_items,num_unique_posts,num_unique_authors,auth_profile_hydration_rate,snapshot_success_rate,mapping_notes
400,52,84,8684,15,14,241,240,211,0.995260663507109,0.9333333333333333,Index: relay listReposByCollection(app.bsky.feed.generator) + appview getActorFeeds; Discovery: relay listReposByCollection(app.bsky.graph.starterpack) + appview getActorStarterPacks + getStarterPack; Popular: appview getPopularFeedGenerators; Snapshots: appview getFeed; Authors: appview getProfiles.
