run_id,started_at_utc,finished_at_utc,appview_host,relay_host,auth_mode,rps,max_retries,posts_per_feed,n_discovery,n_popular,n_less_known
4db1ff38a86a452abb4b153a26165e18,2026-02-06T00:14:31Z,2026-02-06T00:45:55Z,https://public.api.bsky.app,https://relay1.us-east.bsky.network,unauth,5.0,7,20,5,5,5
