cluster_rank,cluster_text,cluster_context_count,cluster_unique_posts,cluster_unique_authors,cluster_total_context_exposure,weighted_mean_gap_equal,weighted_mean_gap_timing_author_trajectory,max_gap_timing_author_trajectory,mean_riskset_size,max_riskset_size,mean_shown_count,mean_zero_share,max_zero_share,worst_context_id,worst_context_gap_timing_author_trajectory,worst_context_total_y,worst_context_riskset_size,worst_context_shown_count,worst_context_viewer_mode,worst_context_bucket,worst_context_feed_uri,worst_context_window_start_utc,worst_context_window_end_utc,sample_rank,post_uri,post_url,author_did,author_handle,record_created_at,indexed_at,first_seen_captured_at_utc,first_seen_feed_uri,first_seen_bucket,raw_text,total_exposure,shown_context_count,context_count,first_monitored_delay_minutes,mean_age_hours,min_age_hours,max_age_hours
9,nba media promoting clippers changed initial statements & adam silver avoids validating pablo torre #nba #nbasky youtu.be/zhplchipcme,12,2,2,2.761157,0.5,0.295477,0.420092,2.0,2,1.0,0.5,0.5,11157,0.420092,0.181043,2,1,auth,popular_by_likecount,at://did:plc:u45hqzk7counfbwyg5edhmvi/app.bsky.feed.generator/aaadvxju4txkk,2026-03-21T10:40:00Z,2026-03-21T10:50:00Z,1,at://did:plc:4btwgxvf3esngow5xqwtoqx4/app.bsky.feed.post/3mhkajdvb4r2q,https://bsky.app/profile/did:plc:4btwgxvf3esngow5xqwtoqx4/post/3mhkajdvb4r2q,did:plc:4btwgxvf3esngow5xqwtoqx4,nbaskies.bsky.social,2026-03-21T04:56:07+00:00,2026-03-21T04:56:08.053Z,2026-03-21T05:01:06Z,at://did:plc:u45hqzk7counfbwyg5edhmvi/app.bsky.feed.generator/aaadvxju4txkk,popular_by_likecount,NBA Media Promoting Clippers Changed Initial Statements & Adam Silver Avoids Validating Pablo Torre #nba #nbasky youtu.be/ZhPlcHIPcmE,2.761157,12,12,15.1491,4.134167,0.398056,7.898056
9,nba media promoting clippers changed initial statements & adam silver avoids validating pablo torre #nba #nbasky youtu.be/zhplchipcme,12,2,2,2.761157,0.5,0.295477,0.420092,2.0,2,1.0,0.5,0.5,11157,0.420092,0.181043,2,1,auth,popular_by_likecount,at://did:plc:u45hqzk7counfbwyg5edhmvi/app.bsky.feed.generator/aaadvxju4txkk,2026-03-21T10:40:00Z,2026-03-21T10:50:00Z,2,at://did:plc:wmck3diml63ospobapl6n56e/app.bsky.feed.post/3mhk45ueajf2r,https://bsky.app/profile/did:plc:wmck3diml63ospobapl6n56e/post/3mhk45ueajf2r,did:plc:wmck3diml63ospobapl6n56e,orangecookiesnba.bsky.social,2026-03-21T03:38:06+00:00,2026-03-21T03:38:07.453Z,2026-03-21T03:41:05Z,at://did:plc:u45hqzk7counfbwyg5edhmvi/app.bsky.feed.generator/aaadvxju4txkk,popular_by_likecount,NBA Media Promoting Clippers Changed Initial Statements & Adam Silver Avoids Validating Pablo Torre #nba #nbasky youtu.be/ZhPlcHIPcmE,0.0,0,12,14.7925,5.434444,1.698333,9.198333
10,the lawsuit alleges the menlo park tech giant created a special employee-rating category before the mass layoffs.,1,3,3,1.466445,0.348588,0.287298,0.287298,3.0,3,3.0,0.0,0.0,13831,0.287298,1.466445,3,3,unauth,popular_by_likecount,at://did:plc:cndfx4udwgvpjaakvxvh7wm5/app.bsky.feed.generator/flipboard-tech,2026-03-21T20:40:00Z,2026-03-21T20:50:00Z,1,at://did:plc:ac2vbpcndfbmmwwhb44g7h7y/app.bsky.feed.post/3mhlvahem3g2e,https://bsky.app/profile/did:plc:ac2vbpcndfbmmwwhb44g7h7y/post/3mhlvahem3g2e,did:plc:ac2vbpcndfbmmwwhb44g7h7y,presstelegram.bsky.social,2026-03-21T20:39:36.522Z,2026-03-21T20:39:38.266Z,2026-03-21T20:44:03Z,at://did:plc:cndfx4udwgvpjaakvxvh7wm5/app.bsky.feed.generator/flipboard-tech,popular_by_likecount,The lawsuit alleges the Menlo Park tech giant created a special employee-rating category before the mass layoffs.,1.0,1,1,5.2289,0.173188,0.173188,0.173188
10,the lawsuit alleges the menlo park tech giant created a special employee-rating category before the mass layoffs.,1,3,3,1.466445,0.348588,0.287298,0.287298,3.0,3,3.0,0.0,0.0,13831,0.287298,1.466445,3,3,unauth,popular_by_likecount,at://did:plc:cndfx4udwgvpjaakvxvh7wm5/app.bsky.feed.generator/flipboard-tech,2026-03-21T20:40:00Z,2026-03-21T20:50:00Z,2,at://did:plc:5rbcf5rokvlijx555rsvov6m/app.bsky.feed.post/3mhlv472son2t,https://bsky.app/profile/did:plc:5rbcf5rokvlijx555rsvov6m/post/3mhlv472son2t,did:plc:5rbcf5rokvlijx555rsvov6m,dailybulletin.bsky.social,2026-03-21T20:37:13.796Z,2026-03-21T20:37:15.256Z,2026-03-21T20:44:03Z,at://did:plc:cndfx4udwgvpjaakvxvh7wm5/app.bsky.feed.generator/flipboard-tech,popular_by_likecount,The lawsuit alleges the Menlo Park tech giant created a special employee-rating category before the mass layoffs.,0.26265,1,1,7.6124,0.212834,0.212834,0.212834
10,the lawsuit alleges the menlo park tech giant created a special employee-rating category before the mass layoffs.,1,3,3,1.466445,0.348588,0.287298,0.287298,3.0,3,3.0,0.0,0.0,13831,0.287298,1.466445,3,3,unauth,popular_by_likecount,at://did:plc:cndfx4udwgvpjaakvxvh7wm5/app.bsky.feed.generator/flipboard-tech,2026-03-21T20:40:00Z,2026-03-21T20:50:00Z,3,at://did:plc:pelo6xumerrhguahjjvtxqi5/app.bsky.feed.post/3mhluwzopa225,https://bsky.app/profile/did:plc:pelo6xumerrhguahjjvtxqi5/post/3mhluwzopa225,did:plc:pelo6xumerrhguahjjvtxqi5,ladailynews.bsky.social,2026-03-21T20:34:20.319Z,2026-03-21T20:34:21.762Z,2026-03-21T20:44:03Z,at://did:plc:cndfx4udwgvpjaakvxvh7wm5/app.bsky.feed.generator/flipboard-tech,popular_by_likecount,The lawsuit alleges the Menlo Park tech giant created a special employee-rating category before the mass layoffs.,0.203795,1,1,10.504,0.261022,0.261022,0.261022
11,"orioles’ projected lineup answers samuel basallo, adley rutschman problem, for now it’s a good problem to have for the baltimore orioles. but for now, it’s still at least a…",1,2,2,1.239812,0.306574,0.27366,0.27366,2.0,2,2.0,0.0,0.0,19674,0.27366,1.239812,2,2,unauth,popular_by_likecount,at://did:plc:gekdk2nd47gkk3utfz2xf7cn/app.bsky.feed.generator/aaap4tbjcfe5y,2026-03-22T16:30:00Z,2026-03-22T16:40:00Z,1,at://did:plc:lgxwokjfnegutejxknkdpqwj/app.bsky.feed.post/3mhnxbrxyl72k,https://bsky.app/profile/did:plc:lgxwokjfnegutejxknkdpqwj/post/3mhnxbrxyl72k,did:plc:lgxwokjfnegutejxknkdpqwj,rawmlb.bsky.social,2026-03-22T16:21:27+00:00,2026-03-22T16:21:29.754Z,2026-03-22T16:33:29Z,at://did:plc:gekdk2nd47gkk3utfz2xf7cn/app.bsky.feed.generator/aaap4tbjcfe5y,popular_by_likecount,"Orioles’ projected lineup answers Samuel Basallo, Adley Rutschman problem, for now

https://www.rawchili.com/mlb/637346/

It’s a good problem to have for the Baltimore Orioles. But for now, it’s still at least a…",1.0,1,1,11.9874,0.309167,0.309167,0.309167
11,"orioles’ projected lineup answers samuel basallo, adley rutschman problem, for now it’s a good problem to have for the baltimore orioles. but for now, it’s still at least a…",1,2,2,1.239812,0.306574,0.27366,0.27366,2.0,2,2.0,0.0,0.0,19674,0.27366,1.239812,2,2,unauth,popular_by_likecount,at://did:plc:gekdk2nd47gkk3utfz2xf7cn/app.bsky.feed.generator/aaap4tbjcfe5y,2026-03-22T16:30:00Z,2026-03-22T16:40:00Z,2,at://did:plc:h7b7nduho7wojkhmgbkfznpr/app.bsky.feed.post/3mhnx7fkjnd2x,https://bsky.app/profile/did:plc:h7b7nduho7wojkhmgbkfznpr/post/3mhnx7fkjnd2x,did:plc:h7b7nduho7wojkhmgbkfznpr,md-bo.bsky.social,2026-03-22T16:20:04+00:00,2026-03-22T16:20:09.562Z,2026-03-22T16:33:29Z,at://did:plc:gekdk2nd47gkk3utfz2xf7cn/app.bsky.feed.generator/aaap4tbjcfe5y,popular_by_likecount,"Orioles’ projected lineup answers Samuel Basallo, Adley Rutschman problem, for now

https://www.rawchili.com/mlb/637346/

It’s a good problem to have for the Baltimore Orioles. But for now, it’s still at least a…",0.239812,1,1,13.324,0.332222,0.332222,0.332222
12,ice agents when your hip replacement sets off the metal detector:,1,2,2,1.203795,0.330706,0.272449,0.272449,2.0,2,2.0,0.0,0.0,20780,0.272449,1.203795,2,2,unauth,longtail_random,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,2026-03-22T20:30:00Z,2026-03-22T20:40:00Z,1,at://did:plc:mnbujnusehr5lyilj6yzfnin/app.bsky.feed.post/3mhofbhnnec2s,https://bsky.app/profile/did:plc:mnbujnusehr5lyilj6yzfnin/post/3mhofbhnnec2s,did:plc:mnbujnusehr5lyilj6yzfnin,queerboy66.bsky.social,2026-03-22T20:31:50.685Z,2026-03-22T20:31:51.161Z,2026-03-22T20:32:49Z,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,longtail_random,ICE agents when your hip replacement sets off the metal detector:,1.0,1,1,0.964,0.135921,0.135921,0.135921
12,ice agents when your hip replacement sets off the metal detector:,1,2,2,1.203795,0.330706,0.272449,0.272449,2.0,2,2.0,0.0,0.0,20780,0.272449,1.203795,2,2,unauth,longtail_random,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,2026-03-22T20:30:00Z,2026-03-22T20:40:00Z,2,at://did:plc:nie65ubxq2xdpsgnar4fzczx/app.bsky.feed.post/3mhof5gbhz223,https://bsky.app/profile/did:plc:nie65ubxq2xdpsgnar4fzczx/post/3mhof5gbhz223,did:plc:nie65ubxq2xdpsgnar4fzczx,scalawagjack.bsky.social,2026-03-22T20:29:35.020Z,2026-03-22T20:29:35.249Z,2026-03-22T20:32:10Z,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,longtail_random,ICE agents when your hip replacement sets off the metal detector:,0.203795,1,1,3.2292,0.173606,0.173606,0.173606
13,observers blown away as trump proves he 'paid attention to nothing' war advisors told him www.rawstory.com/michael-wolf...,1,2,2,0.221065,0.5,0.271118,0.271118,2.0,2,1.0,0.5,0.5,3493,0.271118,0.221065,2,1,unauth,popular_by_likecount,at://did:plc:7mtqkeetxgxqfyhyi2dnyga2/app.bsky.feed.generator/aaadhh6hwvaca,2026-03-20T03:50:00Z,2026-03-20T04:00:00Z,1,at://did:plc:kdb7imfky4j64deufi47ogz4/app.bsky.feed.post/3mhhm66ias22h,https://bsky.app/profile/did:plc:kdb7imfky4j64deufi47ogz4/post/3mhhm66ias22h,did:plc:kdb7imfky4j64deufi47ogz4,hurricane20.bsky.social,2026-03-20T03:46:38.431Z,2026-03-20T03:46:40.252Z,2026-03-20T03:51:29Z,at://did:plc:7mtqkeetxgxqfyhyi2dnyga2/app.bsky.feed.generator/aaadhh6hwvaca,popular_by_likecount,"Observers blown away as Trump proves he 'paid attention to nothing' war advisors told him

www.rawstory.com/michael-wolf...",0.221065,1,1,6.8625,0.222658,0.222658,0.222658
13,observers blown away as trump proves he 'paid attention to nothing' war advisors told him www.rawstory.com/michael-wolf...,1,2,2,0.221065,0.5,0.271118,0.271118,2.0,2,1.0,0.5,0.5,3493,0.271118,0.221065,2,1,unauth,popular_by_likecount,at://did:plc:7mtqkeetxgxqfyhyi2dnyga2/app.bsky.feed.generator/aaadhh6hwvaca,2026-03-20T03:50:00Z,2026-03-20T04:00:00Z,2,at://did:plc:fk7pycu6nvoegesv4s6ly6ca/app.bsky.feed.post/3mhhl7umty22h,https://bsky.app/profile/did:plc:fk7pycu6nvoegesv4s6ly6ca/post/3mhhl7umty22h,did:plc:fk7pycu6nvoegesv4s6ly6ca,heymanthanks.bsky.social,2026-03-20T03:29:41.464Z,2026-03-20T03:29:49.256Z,2026-03-20T03:32:34Z,at://did:plc:7mtqkeetxgxqfyhyi2dnyga2/app.bsky.feed.generator/aaadhh6hwvaca,popular_by_likecount,"Observers blown away as Trump proves he 'paid attention to nothing' war advisors told him

www.rawstory.com/michael-wolf...",0.0,0,1,3.1791,0.505149,0.505149,0.505149
14,"hafiz pashayev, the rector of ada university and uncle of first vice-president mehriban aliyeva, is demolishing people's private homes while they are still inside. people in baku are being subjected to terror.",1,2,2,0.30103,0.5,0.264208,0.264208,2.0,2,1.0,0.5,0.5,18636,0.264208,0.30103,2,1,unauth,longtail_random,at://did:plc:rmnjia7e5eh3jamsizupx5yc/app.bsky.feed.generator/aaaapfrbkmj66,2026-03-22T13:10:00Z,2026-03-22T13:20:00Z,1,at://did:plc:jzyttzufgfcfb5qkuj3wtfou/app.bsky.feed.post/3mhnlxwwazk2k,https://bsky.app/profile/did:plc:jzyttzufgfcfb5qkuj3wtfou/post/3mhnlxwwazk2k,did:plc:jzyttzufgfcfb5qkuj3wtfou,bloger74.bsky.social,2026-03-22T12:59:07.606Z,2026-03-22T12:59:10.754Z,2026-03-22T13:01:47Z,at://did:plc:rmnjia7e5eh3jamsizupx5yc/app.bsky.feed.generator/aaaapfrbkmj66,longtail_random,"Hafiz Pashayev, the Rector of ADA University and uncle of First Vice-President Mehriban Aliyeva, is demolishing people's private homes while they are still inside. People in Baku are being subjected to terror.",0.30103,1,1,12.4541,0.347887,0.347887,0.347887
14,"hafiz pashayev, the rector of ada university and uncle of first vice-president mehriban aliyeva, is demolishing people's private homes while they are still inside. people in baku are being subjected to terror.",1,2,2,0.30103,0.5,0.264208,0.264208,2.0,2,1.0,0.5,0.5,18636,0.264208,0.30103,2,1,unauth,longtail_random,at://did:plc:rmnjia7e5eh3jamsizupx5yc/app.bsky.feed.generator/aaaapfrbkmj66,2026-03-22T13:10:00Z,2026-03-22T13:20:00Z,2,at://did:plc:ikgurdxe4d2ogijok4phrn4k/app.bsky.feed.post/3mhnksvw6nc2i,https://bsky.app/profile/did:plc:ikgurdxe4d2ogijok4phrn4k/post/3mhnksvw6nc2i,did:plc:ikgurdxe4d2ogijok4phrn4k,blogger2026.bsky.social,2026-03-22T12:38:25.042Z,2026-03-22T12:38:27.749Z,2026-03-22T12:42:35Z,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,longtail_random,"Hafiz Pashayev, the Rector of ADA University and uncle of First Vice-President Mehriban Aliyeva, is demolishing people's private homes while they are still inside. People in Baku are being subjected to terror.",0.0,0,1,6.3208,0.693044,0.693044,0.693044
15,situationen i #iran ved udgangen af den 20. marts 2026i iran lyder eksplosioner: epstein-koalitionen har angrebet hovedstaden og flere større byer i sydlige del af republikken. der er blevet udført nye angreb på lufthavnen i bandar abbas,1,2,1,0.479134,0.12828,0.26377,0.26377,2.0,2,2.0,0.0,0.0,8027,0.26377,0.479134,2,2,auth,longtail_random,at://did:plc:3tu4ujlqy5a4mdkinwwetcg2/app.bsky.feed.generator/dk-kronologisk,2026-03-20T22:40:00Z,2026-03-20T22:50:00Z,1,at://did:plc:pspzlzwi4rdojipsfpkklkr7/app.bsky.feed.post/3mhjlb2earlc2,https://bsky.app/profile/did:plc:pspzlzwi4rdojipsfpkklkr7/post/3mhjlb2earlc2,did:plc:pspzlzwi4rdojipsfpkklkr7,wozozon.vonhaller.social.ap.brid.gy,2026-03-20T22:35:25.000Z,2026-03-20T22:36:22.959Z,2026-03-20T22:41:22Z,at://did:plc:3tu4ujlqy5a4mdkinwwetcg2/app.bsky.feed.generator/dk-kronologisk,longtail_random,Situationen i #Iran ved udgangen af den 20. marts 2026I Iran lyder eksplosioner: Epstein-koalitionen har angrebet hovedstaden og flere større byer i sydlige del af republikken. Der er blevet udført nye angreb på lufthavnen i Bandar Abbas,0.30103,1,1,4.984,0.243056,0.243056,0.243056
15,situationen i #iran ved udgangen af den 20. marts 2026i iran lyder eksplosioner: epstein-koalitionen har angrebet hovedstaden og flere større byer i sydlige del af republikken. der er blevet udført nye angreb på lufthavnen i bandar abbas,1,2,1,0.479134,0.12828,0.26377,0.26377,2.0,2,2.0,0.0,0.0,8027,0.26377,0.479134,2,2,auth,longtail_random,at://did:plc:3tu4ujlqy5a4mdkinwwetcg2/app.bsky.feed.generator/dk-kronologisk,2026-03-20T22:40:00Z,2026-03-20T22:50:00Z,2,at://did:plc:pspzlzwi4rdojipsfpkklkr7/app.bsky.feed.post/3mhjiftczuz72,https://bsky.app/profile/did:plc:pspzlzwi4rdojipsfpkklkr7/post/3mhjiftczuz72,did:plc:pspzlzwi4rdojipsfpkklkr7,wozozon.vonhaller.social.ap.brid.gy,2026-03-20T21:44:33.000Z,2026-03-20T21:45:26.759Z,2026-03-20T21:53:11Z,at://did:plc:3tu4ujlqy5a4mdkinwwetcg2/app.bsky.feed.generator/dk-kronologisk,longtail_random,Situationen i #Iran ved udgangen af den 20. marts 2026I Iran lyder eksplosioner: Epstein-koalitionen har angrebet hovedstaden og flere større byer i sydlige del af republikken. Der er blevet udført nye angreb på lufthavnen i Bandar Abbas,0.178104,1,1,8.004,1.090833,1.090833,1.090833
16,elon musk reconnu coupable d’avoir trompé des actionnaires lors du rachat de twitter,3,2,2,0.935452,0.305348,0.263183,0.316752,2.0,2,1.3333,0.333333,0.5,10114,0.316752,0.538295,2,2,auth,popular_by_likecount,at://did:plc:5pry62n53okuska6b72tn3ga/app.bsky.feed.generator/aaafczzvnktbe,2026-03-21T07:00:00Z,2026-03-21T07:10:00Z,1,at://did:plc:wkreszch2k4mumsrlkeaflgn/app.bsky.feed.post/3mhkh6dbeq72q,https://bsky.app/profile/did:plc:wkreszch2k4mumsrlkeaflgn/post/3mhkh6dbeq72q,did:plc:wkreszch2k4mumsrlkeaflgn,france24.com,2026-03-21T06:55:13Z,2026-03-21T06:55:14.549Z,2026-03-21T07:01:47Z,at://did:plc:5pry62n53okuska6b72tn3ga/app.bsky.feed.generator/aaafczzvnktbe,popular_by_likecount,Elon Musk reconnu coupable d’avoir trompé des actionnaires lors du rachat de Twitter,0.753364,3,3,9.6075,1.246389,0.246389,2.246389
16,elon musk reconnu coupable d’avoir trompé des actionnaires lors du rachat de twitter,3,2,2,0.935452,0.305348,0.263183,0.316752,2.0,2,1.3333,0.333333,0.5,10114,0.316752,0.538295,2,2,auth,popular_by_likecount,at://did:plc:5pry62n53okuska6b72tn3ga/app.bsky.feed.generator/aaafczzvnktbe,2026-03-21T07:00:00Z,2026-03-21T07:10:00Z,2,at://did:plc:qqxqxgdu5z3he2piqfbfaku4/app.bsky.feed.post/3mhjohvwelt2w,https://bsky.app/profile/did:plc:qqxqxgdu5z3he2piqfbfaku4/post/3mhjohvwelt2w,did:plc:qqxqxgdu5z3he2piqfbfaku4,lemonde.fr,2026-03-20T23:33:11.841833+00:00,2026-03-20T23:33:12.557Z,2026-03-20T23:50:43Z,at://did:plc:5pry62n53okuska6b72tn3ga/app.bsky.feed.generator/aaafczzvnktbe,popular_by_likecount,Elon Musk reconnu coupable d’avoir trompé des actionnaires lors du rachat de Twitter,0.182088,1,3,18.1241,8.613377,7.613377,9.613377
17,"another england di phillip toledano: le foto a milano alla xv edizione della fiera mia photo fair bnp paribas (superstudio più, milano, 19–22 marzo 2026) phillip toledano…",1,2,2,0.208015,0.5,0.251211,0.251211,2.0,2,1.0,0.5,0.5,16794,0.251211,0.208015,2,1,unauth,popular_by_likecount,at://did:plc:tg6c37kjztuwx2lzlrpdubkl/app.bsky.feed.generator/aaaepk55xbk6u,2026-03-22T07:10:00Z,2026-03-22T07:20:00Z,1,at://did:plc:ht6nj7wvu3y7ysrlwyc2iy5m/app.bsky.feed.post/3mhmxwwstsk2b,https://bsky.app/profile/did:plc:ht6nj7wvu3y7ysrlwyc2iy5m/post/3mhmxwwstsk2b,did:plc:ht6nj7wvu3y7ysrlwyc2iy5m,cronaca.bsky.social,2026-03-22T07:00:37+00:00,2026-03-22T07:00:39.561Z,2026-03-22T07:05:05Z,at://did:plc:tg6c37kjztuwx2lzlrpdubkl/app.bsky.feed.generator/aaaepk55xbk6u,popular_by_likecount,"Another England di Phillip Toledano: le foto a Milano

https://www.europesays.com/it/407295/

Alla XV edizione della fiera MIA Photo Fair BNP Paribas (Superstudio Più, Milano, 19–22 marzo 2026) Phillip Toledano…",0.208015,1,1,12.6073,0.323056,0.323056,0.323056
17,"another england di phillip toledano: le foto a milano alla xv edizione della fiera mia photo fair bnp paribas (superstudio più, milano, 19–22 marzo 2026) phillip toledano…",1,2,2,0.208015,0.5,0.251211,0.251211,2.0,2,1.0,0.5,0.5,16794,0.251211,0.208015,2,1,unauth,popular_by_likecount,at://did:plc:tg6c37kjztuwx2lzlrpdubkl/app.bsky.feed.generator/aaaepk55xbk6u,2026-03-22T07:10:00Z,2026-03-22T07:20:00Z,2,at://did:plc:pntjm44plexkgbvlrdg65lnl/app.bsky.feed.post/3mhmwsavxnt2f,https://bsky.app/profile/did:plc:pntjm44plexkgbvlrdg65lnl/post/3mhmwsavxnt2f,did:plc:pntjm44plexkgbvlrdg65lnl,intrattenimento.bsky.social,2026-03-22T06:40:05+00:00,2026-03-22T06:40:09.050Z,2026-03-22T06:43:13Z,at://did:plc:tg6c37kjztuwx2lzlrpdubkl/app.bsky.feed.generator/aaaepk55xbk6u,popular_by_likecount,"Another England di Phillip Toledano: le foto a Milano

https://www.europesays.com/it/407295/

Alla XV edizione della fiera MIA Photo Fair BNP Paribas (Superstudio Più, Milano, 19–22 marzo 2026) Phillip Toledano…",0.0,0,1,3.3658,0.665278,0.665278,0.665278
18,est-ce bien raisonnable de… sortir le col de sa chemise ?,2,2,2,0.374554,0.5,0.249037,0.296132,2.0,2,1.0,0.5,0.5,17694,0.296132,0.187902,2,1,unauth,popular_by_likecount,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaajaq4ut77am,2026-03-22T10:00:00Z,2026-03-22T10:10:00Z,1,at://did:plc:pfvzb6km3kbg22ih5dm6j7rp/app.bsky.feed.post/3mhnb3iamdd2o,https://bsky.app/profile/did:plc:pfvzb6km3kbg22ih5dm6j7rp/post/3mhnb3iamdd2o,did:plc:pfvzb6km3kbg22ih5dm6j7rp,mediasfr.skyfleet.blue,2026-03-22T09:44:14.999Z,2026-03-22T09:44:15.752Z,2026-03-22T09:50:54Z,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaajaq4ut77am,popular_by_likecount,Est-ce bien raisonnable de… sortir le col de sa chemise ?,0.374554,2,2,8.7541,0.345834,0.2625,0.429167
18,est-ce bien raisonnable de… sortir le col de sa chemise ?,2,2,2,0.374554,0.5,0.249037,0.296132,2.0,2,1.0,0.5,0.5,17694,0.296132,0.187902,2,1,unauth,popular_by_likecount,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaajaq4ut77am,2026-03-22T10:00:00Z,2026-03-22T10:10:00Z,2,at://did:plc:qqxqxgdu5z3he2piqfbfaku4/app.bsky.feed.post/3mhn7d5ihrg27,https://bsky.app/profile/did:plc:qqxqxgdu5z3he2piqfbfaku4/post/3mhn7d5ihrg27,did:plc:qqxqxgdu5z3he2piqfbfaku4,lemonde.fr,2026-03-22T09:12:44.880744+00:00,2026-03-22T09:12:45.354Z,2026-03-22T09:21:40Z,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaajaq4ut77am,popular_by_likecount,Est-ce bien raisonnable de… sortir le col de sa chemise ?,0.0,0,2,11.3441,0.870866,0.787533,0.9542
19,"sleepers of eventide week: a two mana fog that gains you life is really good. it's maybe not inkshield good, but what card is? edhrec.com/cards/batwin... #edh #mtg #mtgcommander #commander #magicthegathering #mtgedh #mtgcommunity",3,2,2,2.012865,0.26426,0.245819,0.473532,2.0,2,1.6667,0.166667,0.5,6887,0.473532,0.409642,2,1,unauth,popular_by_likecount,at://did:plc:owx6snrxbi3lk4xxyp2p7in3/app.bsky.feed.generator/aaao27k45dnca,2026-03-20T18:10:00Z,2026-03-20T18:20:00Z,1,at://did:plc:uxm5rhfsukqmjdaol5w5frk7/app.bsky.feed.post/3mhis2kggvd2j,https://bsky.app/profile/did:plc:uxm5rhfsukqmjdaol5w5frk7/post/3mhis2kggvd2j,did:plc:uxm5rhfsukqmjdaol5w5frk7,edhrec.com,2026-03-20T15:04:38.885Z,2026-03-20T15:04:39.551Z,2026-03-20T15:14:29Z,at://did:plc:owx6snrxbi3lk4xxyp2p7in3/app.bsky.feed.generator/aaao27k45dnca,popular_by_likecount,"Sleepers of Eventide week: A two mana fog that gains you life is really good. It's maybe not Inkshield good, but what card is?

edhrec.com/cards/batwin...

#edh #mtg #mtgcommander #commander #magicthegathering #mtgedh #mtgcommunity",1.538351,3,3,9.8241,2.033643,0.255865,3.255865
19,"sleepers of eventide week: a two mana fog that gains you life is really good. it's maybe not inkshield good, but what card is? edhrec.com/cards/batwin... #edh #mtg #mtgcommander #commander #magicthegathering #mtgedh #mtgcommunity",3,2,2,2.012865,0.26426,0.245819,0.473532,2.0,2,1.6667,0.166667,0.5,6887,0.473532,0.409642,2,1,unauth,popular_by_likecount,at://did:plc:owx6snrxbi3lk4xxyp2p7in3/app.bsky.feed.generator/aaao27k45dnca,2026-03-20T18:10:00Z,2026-03-20T18:20:00Z,2,at://did:plc:eg3enbhya7fdbrcalqrgqoxq/app.bsky.feed.post/3mhirzj2uek2b,https://bsky.app/profile/did:plc:eg3enbhya7fdbrcalqrgqoxq/post/3mhirzj2uek2b,did:plc:eg3enbhya7fdbrcalqrgqoxq,edhrecast.bsky.social,2026-03-20T15:04:03.759Z,2026-03-20T15:04:04.457Z,2026-03-20T15:14:29Z,at://did:plc:owx6snrxbi3lk4xxyp2p7in3/app.bsky.feed.generator/aaao27k45dnca,popular_by_likecount,"Sleepers of Eventide week: A two mana fog that gains you life is really good. It's maybe not Inkshield good, but what card is?

edhrec.com/cards/batwin...

#edh #mtg #mtgcommander #commander #magicthegathering #mtgedh #mtgcommunity",0.474514,2,3,10.4091,2.0434,0.265622,3.265623
20,post the: last movie you saw 🎬 last game you played 🎮 last show you watched 🖥 last song you listened to 🎶,5,8,8,3.00598,0.679993,0.243542,0.387296,5.2,8,1.4,0.679762,0.875,5195,0.387296,1.404539,6,3,unauth,popular_by_likecount,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,2026-03-20T11:00:00Z,2026-03-20T11:10:00Z,1,at://did:plc:tammnjsam4el7ggvivgqye75/app.bsky.feed.post/3mhiufgevrc2c,https://bsky.app/profile/did:plc:tammnjsam4el7ggvivgqye75/post/3mhiufgevrc2c,did:plc:tammnjsam4el7ggvivgqye75,shadowknight100.bsky.social,2026-03-20T15:46:31.258Z,2026-03-20T15:46:34.350Z,2026-03-20T15:55:02Z,at://did:plc:inryethr5hci6ka2nz26zxmg/app.bsky.feed.generator/aaaaieaxm5v3y,popular_by_likecount,"post the:
last movie you saw 🎬 
last game you played 🎮
last show you watched 🖥
last song you listened to 🎶",1.0,1,1,8.4608,0.224651,0.224651,0.224651
