run_id,snapshot_hour_utc,captured_at_utc,viewer_mode,vantage_id,post_uri,like_count,repost_count,reply_count,quote_count
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:jipcqdf3d36yhk3dzvjbkh6y/app.bsky.feed.post/3mfkxtxmme22y,8,0,1,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:jcblzmu2xv2l3r2e6wdwxs7j/app.bsky.feed.post/3mfkoxeyul22v,0,0,0,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:an3a4vlhk7ykq35mp6upxb3p/app.bsky.feed.post/3mfkizhhq3k24,0,0,0,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:azwp3rnkzgkjrgtgbqdtedvn/app.bsky.feed.post/3mfkhkhmhqs2i,8,0,1,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:txtdsojpmuqps6ape3g5s3v6/app.bsky.feed.post/3mfkh2phjts2b,3,1,0,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:tawylm2fcimed52o2krgltac/app.bsky.feed.post/3mfkcgt7mkk2k,3,0,0,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:kuibslgkxca7q7lvsmiyqcck/app.bsky.feed.post/3mfk5eeuoyk2b,8,0,1,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:jcblzmu2xv2l3r2e6wdwxs7j/app.bsky.feed.post/3mfjuz5iti225,5,1,0,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:ry3xvnk74hvxkfywwzfxrnuk/app.bsky.feed.post/3mfjq2e3cjk2r,2,0,0,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:isilfykuihrx73bb66iwinak/app.bsky.feed.post/3mfjikqvrxc2j,4,0,0,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:kjng6woadk6ty3mg7qftqjtf/app.bsky.feed.post/3mfiu72xrdk27,1,0,1,0
4c1701f72ecd4abeb14bd82b3d7b7c84,2026-02-24T12:00:00Z,2026-02-24T12:12:33Z,auth,auth_enUS_labelerexp,at://did:plc:wdjh6qhb4xwlxituozpzbcs5/app.bsky.feed.post/3mfilawlqgk2r,13,1,2,0
