run_id,vantage_id,focus_post_uri,relation_to_focus,parent_post_uri,child_post_uri,captured_at_utc
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:h2p7rriwd4x6r67gw4rfjh3j/app.bsky.feed.post/3klxsgnhwo22r,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:gdhocllimtfyugvmxzq6njck/app.bsky.feed.post/3kaleih2qc224,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:gdhocllimtfyugvmxzq6njck/app.bsky.feed.post/3kaleih2qc224,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kalerg4tph2o,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kalerg4tph2o,at://did:plc:gdhocllimtfyugvmxzq6njck/app.bsky.feed.post/3kalg3w2bdc26,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:gdhocllimtfyugvmxzq6njck/app.bsky.feed.post/3kalg3w2bdc26,at://did:plc:yokksb6zooqhrc66zilmazni/app.bsky.feed.post/3ks5ce45ve22q,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:fuhvtb6vsysqncxrct5o3ljw/app.bsky.feed.post/3lby3a2ywns2v,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:fuhvtb6vsysqncxrct5o3ljw/app.bsky.feed.post/3lby3a2ywns2v,at://did:plc:2n67y4ygoid7nwmv6ztxboeq/app.bsky.feed.post/3lby3bcsjk22i,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:ep5y2ipptlfxekddlniyq2jy/app.bsky.feed.post/3lbxecymb7223,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:ep5y2ipptlfxekddlniyq2jy/app.bsky.feed.post/3lblm4ytvqk2p,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:eeoaqma5os433d2ku4v246om/app.bsky.feed.post/3koc255yl762y,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:eeoaqma5os433d2ku4v246om/app.bsky.feed.post/3koc255yl762y,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kocbhoqv6u26,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:eeoaqma5os433d2ku4v246om/app.bsky.feed.post/3kfuzvbnpo224,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:eeoaqma5os433d2ku4v246om/app.bsky.feed.post/3kfuzvbnpo224,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kfv4wdi3vy24,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kfv4wdi3vy24,at://did:plc:eeoaqma5os433d2ku4v246om/app.bsky.feed.post/3kfvewfhjmd2i,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,at://did:plc:burfwutziwakfxegl4ljbhsp/app.bsky.feed.post/3keshwqlo7h2k,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:burfwutziwakfxegl4ljbhsp/app.bsky.feed.post/3keshwqlo7h2k,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kesj3p2vyc2j,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kesj3p2vyc2j,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kesj7e6kre2w,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kesj7e6kre2w,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kesjbrzdtl24,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kesjbrzdtl24,at://did:plc:burfwutziwakfxegl4ljbhsp/app.bsky.feed.post/3keskncc3ee2s,2026-04-01T06:58:52Z
bb6ab07acd364e78badbe336cc79c7c7,unauth,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3k6y544xn6w2f,descendant_chain,at://did:plc:burfwutziwakfxegl4ljbhsp/app.bsky.feed.post/3keskncc3ee2s,at://did:plc:2gx2noukxzwmj6dkxbmh3qt5/app.bsky.feed.post/3kestqimwtw2j,2026-04-01T06:58:52Z
