run_id,snapshot_hour_utc,captured_at_utc,viewer_mode,vantage_id,feed_uri,bucket,rank,post_uri,post_cid,author_did,author_handle,reason_type,reason_actor_did
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,1,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.post/3m4jatdxays2e,bafyreicw4wnhf6xfvzevhgrcmw4gyn4juo3fx3y63dgdjqfr3okm73jxcm,did:plc:2hwwem55ce6djnk6bn62cstr,francesmeh.reviews,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,2,at://did:plc:tjpvd2k6kmbahe4fxjnxpjnu/app.bsky.feed.post/3mfxodpjqpc2a,bafyreigt72kmtydpagvv4scyxle4kh5l2q3b2fuc3eqq3lqs5mmjtlt6um,did:plc:tjpvd2k6kmbahe4fxjnxpjnu,tokenbrotha.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,3,at://did:plc:vc37lq2w73bt2ke4sxserlft/app.bsky.feed.post/3mfxodcgbu22g,bafyreiclp7adarxlywqbauvwkxbef3dupfawhtde2k4mblqra3zswv5tgm,did:plc:vc37lq2w73bt2ke4sxserlft,tommykrasker.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,4,at://did:plc:iiopdwcckx2wqllwrf7l3f2w/app.bsky.feed.post/3mfxo3iel622h,bafyreiddq2nlboc6lwwnt3lrcowkrvpe63s7nvcyhkucwxyrearacvivsy,did:plc:iiopdwcckx2wqllwrf7l3f2w,sinacolad.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,5,at://did:plc:ots3vj6tmiz7apsb3hs4tobf/app.bsky.feed.post/3mfxnxtrin222,bafyreids2gyibonfr6arb42ctxzrxay35hbwvdi332sus47t7fligyslyi,did:plc:ots3vj6tmiz7apsb3hs4tobf,monkeytailor.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,6,at://did:plc:sgdtr5pk56cn2tmptk4msohl/app.bsky.feed.post/3mfxntbnnok2v,bafyreia2bvmz4yo2sk2pjg3hu6ajuahzjeuauaidpva4fgnqsaq6m2arlu,did:plc:sgdtr5pk56cn2tmptk4msohl,billyraybrewton.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,7,at://did:plc:vnakas5pxd6fblxe2mkj2rmj/app.bsky.feed.post/3mfxnr6mh7224,bafyreifvpcnyk5n5hmlvbr72wpfqsyenwlcs6ej6yov2b6jthhq4fijtm4,did:plc:vnakas5pxd6fblxe2mkj2rmj,badlowitz.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,8,at://did:plc:uzo36eq3vbkm2xoz46jtf43b/app.bsky.feed.post/3mfxnonhats2o,bafyreiebuvzfymozecpziqbbfbabka3pljbf3vbi2uqpu4gbwoo2dllsua,did:plc:uzo36eq3vbkm2xoz46jtf43b,davidagranoff.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,9,at://did:plc:3nwjajmmrghzumnrf5isljl6/app.bsky.feed.post/3mfxnnqj7zs2l,bafyreic2icimkrppl36sljlcnjn2v7k64oddgojcsst7jm757rf33q5nlu,did:plc:3nwjajmmrghzumnrf5isljl6,juppiter-q.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,10,at://did:plc:xnxzghyiwfeatfhorcpippze/app.bsky.feed.post/3mfxnhrsd2s2k,bafyreia7u5feumghuikvzigic5gxf5dwmwszcnzsnkxdjncnaihiqzaar4,did:plc:xnxzghyiwfeatfhorcpippze,hex.ooo,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,11,at://did:plc:q3dyfuolfiahtnyrbjhef5ca/app.bsky.feed.post/3mfxneh6zdo2p,bafyreif5mwkmcf723l3zwetg676c5qb6bhheaaez74yceaz27rrxwkvj3i,did:plc:q3dyfuolfiahtnyrbjhef5ca,peliculas.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,12,at://did:plc:g5n6krgo7h4dkf6r5ge4rr3r/app.bsky.feed.post/3mfxndifrmc25,bafyreicxb7zokzgbjwdy3aqiq63w7htnihsc3hlew5w2qdfshlsfkf3nvi,did:plc:g5n6krgo7h4dkf6r5ge4rr3r,markboucher.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,13,at://did:plc:ygumskdpbovjqatycs3x4q4z/app.bsky.feed.post/3mfxn7hcu5s2n,bafyreifrzsmjzr7tapcb2thuyez45z77ey3diavlv4zzpzolzb2f4lssyy,did:plc:ygumskdpbovjqatycs3x4q4z,invaderdez.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,14,at://did:plc:7nfnhfb7uvd6xqznzgyltomh/app.bsky.feed.post/3mfxn47rqgt25,bafyreierirz675vxrcbwujawplgevnhzzkm766wl3speaxzgp2piqa4xai,did:plc:7nfnhfb7uvd6xqznzgyltomh,indyfilmsbriefly.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,15,at://did:plc:vkbvvp6p2xis6lpmx4a2kguh/app.bsky.feed.post/3mfxn3e5jpc2k,bafyreigubhodwiif6pxwu5jvi3a7w2q6a53gz35nlekhfargco7jvddxde,did:plc:vkbvvp6p2xis6lpmx4a2kguh,83kevlar.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,16,at://did:plc:ajsfxjjfel7g57r7ikxflnze/app.bsky.feed.post/3mfxmz6l7r32m,bafyreibeb2deu2g45xjcqtca3drzmdvgdxocpaniebqlj6zthwj222aipq,did:plc:ajsfxjjfel7g57r7ikxflnze,dawnofthetapes.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,17,at://did:plc:szijtzdalipozkki63filjew/app.bsky.feed.post/3mfxmvry4fc2x,bafyreifmbwxsmcl5rwhllzcvblruhwlm5js5pmiukjd27kha4lzssw62zu,did:plc:szijtzdalipozkki63filjew,jbhammer.bsky.social,,
a2a471e02de3409ab893ba4601dbdd07,2026-03-01T02:00:00Z,2026-03-01T02:19:07Z,auth,auth_enUS_labelerexp,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaaotdzmoni2q,suggested_labelerexp,18,at://did:plc:a7ipprycxagmr6nspslyywzv/app.bsky.feed.post/3mfxmvpayck2l,bafyreibikaaycebozhissrsddtldnv5s33rdjffkotdbpxcdu5rp2js6ji,did:plc:a7ipprycxagmr6nspslyywzv,kingtez.bsky.social,,
