context_id,scheduled_window_start_utc,scheduled_window_end_utc,viewer_mode,vantage_id,feed_uri,bucket,cluster_text,riskset_size,context_total_y,shown_count,zero_exposure_count,gap_equal,gap_timing_residual,gap_full_residual
2133,2026-03-19T17:40:00Z,2026-03-19T17:50:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tortie-cats,popular_by_likecount,"cats are such graceful, majestic creatures",35,0.20184908658209985,1,34,0.9714285714285712,0.9573173349887885,0.9581131683313177
167,2026-03-19T06:30:00Z,2026-03-19T06:40:00Z,unauth,unauth,at://did:plc:3tu4ujlqy5a4mdkinwwetcg2/app.bsky.feed.generator/dk-kronologisk,longtail_random,"cats are such graceful, majestic creatures",25,0.43067655807339306,1,24,0.9600000000000001,0.9542751426219803,0.959597997858613
1271,2026-03-19T13:30:00Z,2026-03-19T13:40:00Z,unauth,unauth,at://did:plc:glfd7fe3y5rutofdoxj6uoyx/app.bsky.feed.generator/aaad7yfakaryy,popular_by_likecount,timeline cleanse,10,0.18665241123894338,1,9,0.9000000000000001,0.9525993661517058,0.9447708388649964
18,2026-03-19T05:30:00Z,2026-03-19T05:40:00Z,unauth,unauth,at://did:plc:l5jiby72q4dqks6vbtiqkeio/app.bsky.feed.generator/aaadshsbo7m2o,longtail_random,post a gif of who you wanted to be as a kid,5,0.22106472945750374,1,4,0.7999999999999999,0.9515331623078539,0.957525403708722
508,2026-03-19T08:30:00Z,2026-03-19T08:40:00Z,auth,auth,at://did:plc:4mb7nvaoadf463gw3pt2mykj/app.bsky.feed.generator/aaand4elvvxsu,longtail_random,"cats are such graceful, majestic creatures",27,0.18665241123894338,1,26,0.9629629629629628,0.9435678683499068,0.9424439633729506
1789,2026-03-19T16:00:00Z,2026-03-19T16:10:00Z,auth,auth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tortie-cats,popular_by_likecount,"cats are such graceful, majestic creatures.",6,0.17905223175104137,1,5,0.8333333333333335,0.9379343244123218,0.9419257301201176
319,2026-03-19T07:20:00Z,2026-03-19T07:30:00Z,auth,auth,at://did:plc:3tu4ujlqy5a4mdkinwwetcg2/app.bsky.feed.generator/dk-kronologisk,longtail_random,"cats are such graceful, majestic creatures",26,0.17718382013555792,1,25,0.9615384615384617,0.9355920067712956,0.935483999949458
374,2026-03-19T07:50:00Z,2026-03-19T08:00:00Z,unauth,unauth,at://did:plc:4mb7nvaoadf463gw3pt2mykj/app.bsky.feed.generator/aaand4elvvxsu,longtail_random,"cats are such graceful, majestic creatures",26,0.20584683246043448,1,25,0.9615384615384617,0.9350624290621508,0.9344168983015748
1558,2026-03-19T14:50:00Z,2026-03-19T15:00:00Z,auth,auth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,popular_by_likecount,"cats are such graceful, majestic creatures",30,0.5355631549943782,3,27,0.9000000000000002,0.9330800087008488,0.9394875250848399
1489,2026-03-19T14:40:00Z,2026-03-19T14:50:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,popular_by_likecount,"cats are such graceful, majestic creatures",30,0.5414446584537587,3,27,0.9000000000000004,0.9304184384804017,0.9371537780574788
811,2026-03-19T10:10:00Z,2026-03-19T10:20:00Z,unauth,unauth,at://did:plc:l5jiby72q4dqks6vbtiqkeio/app.bsky.feed.generator/aaadshsbo7m2o,longtail_random,post a gif of who you wanted to be as a kid,10,0.2103099178571525,1,9,0.9000000000000001,0.9274802192178684,0.9319127079615295
1388,2026-03-19T14:00:00Z,2026-03-19T14:10:00Z,unauth,unauth,at://did:plc:2hwwem55ce6djnk6bn62cstr/app.bsky.feed.generator/aaad77dx56xse,popular_by_likecount,share a gif from a tv show! 📺 🖤,7,0.5213117092461632,2,5,0.7142857142857142,0.9258543927756789,0.93161763255873
1490,2026-03-19T14:40:00Z,2026-03-19T14:50:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,popular_by_likecount,"cats are such graceful, majestic creatures.",5,0.17718382013555792,1,4,0.8,0.924315175443867,0.9230444135331307
279,2026-03-19T07:10:00Z,2026-03-19T07:20:00Z,unauth,unauth,at://did:plc:dvgliotey33vix3wlltybgkd/app.bsky.feed.generator/art,popular_by_likecount,#art,5,0.2890648263178879,1,4,0.8,0.9217783084861897,0.917674138093589
16,2026-03-19T05:30:00Z,2026-03-19T05:40:00Z,unauth,unauth,at://did:plc:j3i3yxjk65rexptspynrj5bd/app.bsky.feed.generator/aaaksiysxhovu,popular_by_likecount,post a gif of who you wanted to be as a kid,5,0.19342640361727081,1,4,0.8,0.9215413407787385,0.9291705832515651
653,2026-03-19T09:20:00Z,2026-03-19T09:30:00Z,auth,auth,at://did:plc:glfd7fe3y5rutofdoxj6uoyx/app.bsky.feed.generator/aaad7yfakaryy,popular_by_likecount,timeline cleanse,7,0.1965616322328226,1,6,0.857142857142857,0.9205200507704056,0.9103861309282077
898,2026-03-19T10:40:00Z,2026-03-19T10:50:00Z,auth,auth,at://did:plc:l5jiby72q4dqks6vbtiqkeio/app.bsky.feed.generator/aaadshsbo7m2o,longtail_random,post a gif of who you wanted to be as a kid,10,0.2103099178571525,1,9,0.9000000000000001,0.9163362930644753,0.9213696049186557
57,2026-03-19T05:50:00Z,2026-03-19T06:00:00Z,unauth,unauth,at://did:plc:56fa7nq34sp444dlr5a7tqmu/app.bsky.feed.generator/aaacylrsrrkji,popular_by_likecount,"cats are such graceful, majestic creatures",17,0.31546487678572877,1,16,0.9411764705882354,0.9151700952198155,0.9186210313800663
2153,2026-03-19T17:40:00Z,2026-03-19T17:50:00Z,unauth,unauth,at://did:plc:oschakwegjlboctmgutqtyf6/app.bsky.feed.generator/aaacyaeibxzis,popular_by_likecount,timeline cleanse,10,0.2559580248098155,1,9,0.9000000000000001,0.9114171786394913,0.9164010749991718
1567,2026-03-19T15:00:00Z,2026-03-19T15:10:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tortie-cats,popular_by_likecount,"cats are such graceful, majestic creatures.",5,0.18316925091363362,1,4,0.7999999999999999,0.9106936903169074,0.9143561333859936
549,2026-03-19T08:40:00Z,2026-03-19T08:50:00Z,unauth,unauth,at://did:plc:4yxma22dnuidplec7x2ogvv5/app.bsky.feed.generator/aaanfyz23cmbo,popular_by_likecount,#art,5,0.1905514124267734,1,4,0.8,0.9078956376177242,0.9113136309057439
154,2026-03-19T06:20:00Z,2026-03-19T06:30:00Z,unauth,unauth,at://did:plc:glfd7fe3y5rutofdoxj6uoyx/app.bsky.feed.generator/aaad7yfakaryy,popular_by_likecount,timeline cleanse,6,0.22106472945750374,1,5,0.8333333333333335,0.9077096788895923,0.8991847815261712
1598,2026-03-19T15:10:00Z,2026-03-19T15:20:00Z,unauth,unauth,at://did:plc:lyrmsmhhg7vzz4ghj44y5xzq/app.bsky.feed.generator/edff2ea47622,longtail_random,lol,4,0.17629143438888212,1,3,0.75,0.9041155046885077,0.9193633914971908
137,2026-03-19T06:10:00Z,2026-03-19T06:20:00Z,unauth,unauth,at://did:plc:glfd7fe3y5rutofdoxj6uoyx/app.bsky.feed.generator/aaad7yfakaryy,popular_by_likecount,timeline cleanse,6,0.22106472945750374,1,5,0.8333333333333335,0.9032408557010615,0.8938731042524621
1441,2026-03-19T14:20:00Z,2026-03-19T14:30:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tortie-cats,popular_by_likecount,"cats are such graceful, majestic creatures.",5,0.2,1,4,0.7999999999999999,0.9030886812452938,0.9077914198599406
2412,2026-03-19T18:50:00Z,2026-03-19T19:00:00Z,unauth,unauth,at://did:plc:6trrqcvrpocdlgmvh6amf53v/app.bsky.feed.generator/aaaj4a3ys4tpo,popular_by_likecount,commission,4,0.18208790046993825,1,3,0.75,0.9024142330150962,0.8955449917524579
2269,2026-03-19T18:10:00Z,2026-03-19T18:20:00Z,unauth,unauth,at://did:plc:jvrpllofboqntf5oz23ozuyp/app.bsky.feed.generator/aaabjki7ewirq,popular_by_likecount,"cats are such graceful, majestic creatures",36,0.3010299956639812,1,35,0.972222222222222,0.9022695155018631,0.8903409831982012
1994,2026-03-19T17:00:00Z,2026-03-19T17:10:00Z,auth,auth,at://did:plc:jvrpllofboqntf5oz23ozuyp/app.bsky.feed.generator/aaabjki7ewirq,popular_by_likecount,"cats are such graceful, majestic creatures",33,0.3333333333333333,1,32,0.9696969696969696,0.9021051537348571,0.8864186289620658
1442,2026-03-19T14:20:00Z,2026-03-19T14:30:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tortie-cats,popular_by_likecount,"cats are such graceful, majestic creatures",29,0.748274899288458,4,25,0.8620689655172415,0.9012366470545508,0.8995513662008217
1958,2026-03-19T16:50:00Z,2026-03-19T17:00:00Z,auth,auth,at://did:plc:oschakwegjlboctmgutqtyf6/app.bsky.feed.generator/aaacyaeibxzis,popular_by_likecount,timeline cleanse,10,0.2890648263178879,1,9,0.9000000000000001,0.9007310213535512,0.9059162568515766
1374,2026-03-19T14:00:00Z,2026-03-19T14:10:00Z,auth,auth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,popular_by_likecount,"cats are such graceful, majestic creatures.",5,0.18003132665669264,1,4,0.8,0.8997186297738164,0.9006704519479981
1377,2026-03-19T14:00:00Z,2026-03-19T14:10:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,popular_by_likecount,"cats are such graceful, majestic creatures.",5,0.18003132665669264,1,4,0.8,0.8997186297738164,0.9006704519479981
895,2026-03-19T10:30:00Z,2026-03-19T10:40:00Z,auth,auth,at://did:plc:glfd7fe3y5rutofdoxj6uoyx/app.bsky.feed.generator/aaad7yfakaryy,popular_by_likecount,timeline cleanse,7,0.1949590218937863,1,6,0.857142857142857,0.8987106687781884,0.8861523579898782
654,2026-03-19T09:20:00Z,2026-03-19T09:30:00Z,auth,auth,at://did:plc:cxuzwp5dzmxkrdr55qh25mgb/app.bsky.feed.generator/aaap2eo4gzzes,popular_by_likecount,post a gif of who you wanted to be as a kid,10,0.1781035935540111,1,9,0.9000000000000001,0.8982169829367208,0.8970596495767931
1427,2026-03-19T14:10:00Z,2026-03-19T14:20:00Z,auth,auth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tortie-cats,popular_by_likecount,"cats are such graceful, majestic creatures",29,0.748274899288458,4,25,0.8620689655172415,0.8975007586556125,0.8955547025745079
2237,2026-03-19T18:00:00Z,2026-03-19T18:10:00Z,unauth,unauth,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,popular_by_likecount,"cats are such graceful, majestic creatures",36,0.3562071871080222,1,35,0.972222222222222,0.8960119202853268,0.9040200049793135
905,2026-03-19T10:40:00Z,2026-03-19T10:50:00Z,auth,auth,at://did:plc:glfd7fe3y5rutofdoxj6uoyx/app.bsky.feed.generator/aaad7yfakaryy,popular_by_likecount,timeline cleanse,7,0.1949590218937863,1,6,0.857142857142857,0.8959668077143741,0.8831169209558185
