run_id,job_name,sample_family,collection_params_hash,collector_version,schema_version,request_provenance_version,provenance_source,provenance_level,partial_reason,request_started_at_utc,request_finished_at_utc,request_order_in_run,request_order_in_sweep,snapshot_hour_utc,date_utc,viewer_mode,vantage_id,host_kind,host,endpoint,feed_uri,page_no,cursor_in,cursor_out,depth_requested,depth_returned,http_status,retry_count,response_hash,error_class
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:06Z,,1,1,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,1,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:07Z,,2,2,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,48,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:08Z,,3,3,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,150,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:09Z,,4,4,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,100,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:10Z,,5,5,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,149,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:11Z,,6,6,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,125,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:12Z,,7,7,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,173,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:13Z,,8,8,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,175,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:14Z,,9,9,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,150,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:15Z,,10,10,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,150,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:16Z,,11,11,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,125,,,,
389ab17e20224ca09a4f26304aa9b461,hydrate-authors,author_profile_hydration,a1864c59aed705a9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-22T05:06:17Z,,12,12,,2026-02-22,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,174,,,,
