run_id,snapshot_hour_utc,captured_at_utc,viewer_mode,vantage_id,feed_uri,bucket,rank,post_uri,post_cid,author_did,author_handle,reason_type,reason_actor_did
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,1,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.post/3lcccbsl2mc2k,bafyreiezu3eftkprwsks7dwhcssgwlkbvjnwzldxal4o3xfqjrtotjm7gm,did:plc:3sn6bogankaicebzdb7liro3,allyann.bsky.social,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,2,at://did:plc:xqiepmiqfqvtv6llwew76ixb/app.bsky.feed.post/3mfomhdgygk2w,bafyreiemio22duyqi3oje4llmt6a7nkjygbmmzp7c3tco7526ujzkhnmbm,did:plc:xqiepmiqfqvtv6llwew76ixb,gregory-ms.com,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,3,at://did:plc:bm6kkmbfaqzwtgl45ac4i34i/app.bsky.feed.post/3mfomdjsw3c2a,bafyreibnvuwp7ivcwa6lykymg2prwapyedd2s6x2fkoi2cco4qwadxjvdq,did:plc:bm6kkmbfaqzwtgl45ac4i34i,elbi23.bsky.social,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,4,at://did:plc:za7dknaj35ehbhshix55wno4/app.bsky.feed.post/3mfom2hr7gk2r,bafyreiadrxsu7jr3bokihvzaizak6rq5heu3eisig7c54p5mzqzcd2osgq,did:plc:za7dknaj35ehbhshix55wno4,miinoe.bsky.social,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,5,at://did:plc:za7dknaj35ehbhshix55wno4/app.bsky.feed.post/3mfolzxbthc2r,bafyreid6exucaeosjuh65dozreqf7zq4koe27gbt7tulzsgefb4nmxfjiq,did:plc:za7dknaj35ehbhshix55wno4,miinoe.bsky.social,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,6,at://did:plc:za7dknaj35ehbhshix55wno4/app.bsky.feed.post/3mfolxcmj7k2r,bafyreicelw3tb55owsl7ejuux6fazqady6aksos6uat34zw6xiyyu44sii,did:plc:za7dknaj35ehbhshix55wno4,miinoe.bsky.social,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,7,at://did:plc:xqiepmiqfqvtv6llwew76ixb/app.bsky.feed.post/3mfolvhbufq2x,bafyreifa6liiuu7t3cl5rrqparpobulk5pk3gsazbozmtdvni5lbnd2o4m,did:plc:xqiepmiqfqvtv6llwew76ixb,gregory-ms.com,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,8,at://did:plc:2pngzh663vnzow7a475nqspl/app.bsky.feed.post/3mfolvcy55k2h,bafyreid4tanc7xu3xhvzcvqxxvuwk5sh24ejugjktkdpovsifyif6iqrte,did:plc:2pngzh663vnzow7a475nqspl,drmayanksomani24.bsky.social,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,9,at://did:plc:mw33im3qe7vvul5e4k2payob/app.bsky.feed.post/3mfolt2heis2g,bafyreicv47t4oyysylvl2hwcki4goe6cu7cerwv42mbq3upqvtlcdxewyi,did:plc:mw33im3qe7vvul5e4k2payob,weibsbild.bsky.social,,
cc198ef257b7438db25037bdeff2ca6c,2026-02-25T12:00:00Z,2026-02-25T12:13:56Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.generator/aaaclmwsj24p6,suggested_labelerexp,10,at://did:plc:juvr5lclggl2wowgea3zctxu/app.bsky.feed.post/3mfoljtc7op2i,bafyreig4gpldwtgya25sc76mpomtaqlwu5ofns44xhx4y6s7muwo5tpyum,did:plc:juvr5lclggl2wowgea3zctxu,sx662hfp8y.bsky.social,,
