run_id,snapshot_hour_utc,captured_at_utc,viewer_mode,vantage_id,post_uri,post_cid,label_src,label_val,label_neg,label_uri,label_cts
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:53Z,auth,auth_enUS_labelerexp,at://did:plc:an3a4vlhk7ykq35mp6upxb3p/app.bsky.feed.post/3mfx3y72m522q,bafyreianwrwg236ogavhmywcvo72w3egdztabp6vgpxgsdrt5hgdswpdhe,did:plc:an3a4vlhk7ykq35mp6upxb3p,!no-unauthenticated,,at://did:plc:an3a4vlhk7ykq35mp6upxb3p/app.bsky.actor.profile/self,1970-01-01T00:00:00.000Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:53Z,auth,auth_enUS_labelerexp,at://did:plc:quvzpmbxvftn4hemry6utjn2/app.bsky.feed.post/3mftuvbqx7g2c,bafyreig67jhnkl25p46nm752eultbvndise2osreebfbwhdxdn4ltea36i,did:plc:l624mewisyr6hymexmrjkprc,writer,,did:plc:quvzpmbxvftn4hemry6utjn2,2024-11-30T14:23:23.913Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:53Z,auth,auth_enUS_labelerexp,at://did:plc:ry3xvnk74hvxkfywwzfxrnuk/app.bsky.feed.post/3mfttgy5e3s2h,bafyreibbwnzie5j6sz523usthh44hpjmrauhadwo5mksz4xtccbcgilc64,did:plc:uac6er53o2pvr5y2qmvaf7hw,meta-link,,at://did:plc:ry3xvnk74hvxkfywwzfxrnuk/app.bsky.feed.post/3mfttgy5e3s2h,2026-02-27T13:38:29.676Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:53Z,auth,auth_enUS_labelerexp,at://did:plc:m2oxy3vjdnosrqytbflro3yy/app.bsky.feed.post/3mfrkobzsl32f,bafyreiagj6fggvt3hpa67beqerrrqejdadprm7rsk6t3cspvyfmajzzm4y,did:plc:m2oxy3vjdnosrqytbflro3yy,!no-unauthenticated,,at://did:plc:m2oxy3vjdnosrqytbflro3yy/app.bsky.actor.profile/self,1970-01-01T00:00:00.000Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:54Z,auth,auth_enUS_labelerexp,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.feed.post/3mfx7mcvxc22x,bafyreidectkthyt3gkgnlrplvxqk3kejljacichw3ze3ysj2ofldjqdmxe,did:plc:klriafv6rdha63hefisn5een,!no-unauthenticated,,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.actor.profile/self,2025-03-11T18:07:01.968Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:54Z,auth,auth_enUS_labelerexp,at://did:plc:fkmzabghgmq64hy2po4fu2ch/app.bsky.feed.post/3mfx7gdzz6s2n,bafyreiauvkhmlzlpjq5y7aokmzzco6yao4ju3j3fcn6lfyrhh7nv67cxdy,did:plc:fkmzabghgmq64hy2po4fu2ch,!no-unauthenticated,,at://did:plc:fkmzabghgmq64hy2po4fu2ch/app.bsky.actor.profile/self,2024-04-07T15:28:46.631Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:54Z,auth,auth_enUS_labelerexp,at://did:plc:ldqrgp3mkt2xsclylt4qlsgf/app.bsky.feed.post/3mfx72tfqps2n,bafyreihubwcbob35wfftekb4xua4nlwnveviizylx5eamykhsevueql57m,did:plc:cnn3jrtucivembf66xe6fdfs,anti,,did:plc:ldqrgp3mkt2xsclylt4qlsgf,2024-05-03T16:51:09.139Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:54Z,auth,auth_enUS_labelerexp,at://did:plc:ldqrgp3mkt2xsclylt4qlsgf/app.bsky.feed.post/3mfx72tfqps2n,bafyreihubwcbob35wfftekb4xua4nlwnveviizylx5eamykhsevueql57m,did:plc:ldqrgp3mkt2xsclylt4qlsgf,!no-unauthenticated,,at://did:plc:ldqrgp3mkt2xsclylt4qlsgf/app.bsky.actor.profile/self,1970-01-01T00:00:00.000Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:54Z,auth,auth_enUS_labelerexp,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.feed.post/3mfx6sd2e5c2x,bafyreicu2zuuozuion2q5fhzl3fdjddwg5k2asxu3dpnbzw2wbz4rekqky,did:plc:klriafv6rdha63hefisn5een,!no-unauthenticated,,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.actor.profile/self,2025-03-11T18:07:01.968Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:54Z,auth,auth_enUS_labelerexp,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.feed.post/3mfx64osqlc2x,bafyreihwluooxvsnylqj2cb5l7plfvrnw6bf2emc6qyqoxg4xcc6u53aie,did:plc:klriafv6rdha63hefisn5een,!no-unauthenticated,,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.actor.profile/self,2025-03-11T18:07:01.968Z
39127359dca544acace58c3ed2143d43,2026-02-28T22:00:00Z,2026-02-28T22:18:54Z,auth,auth_enUS_labelerexp,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.feed.post/3mfx5zpgydc2x,bafyreihbgyqggyrnd4edso2zoeh47dzd77o5ozhi5y7xgedymnrekgqpxy,did:plc:klriafv6rdha63hefisn5een,!no-unauthenticated,,at://did:plc:klriafv6rdha63hefisn5een/app.bsky.actor.profile/self,2025-03-11T18:07:01.968Z
