run_id,snapshot_hour_utc,captured_at_utc,viewer_mode,vantage_id,post_uri,like_count,repost_count,reply_count,quote_count
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:3sn6bogankaicebzdb7liro3/app.bsky.feed.post/3lcccbsl2mc2k,498,60,45,8
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:l55dzcmlyyo4eepx44w7pydk/app.bsky.feed.post/3mfty2nmprn2d,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:uslvjsv4ak4ycqzzyfoodmhr/app.bsky.feed.post/3mfty24opbg23,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:otbywbd5vndde2s6vsrg7ise/app.bsky.feed.post/3mftxxiv6es26,0,0,1,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:skascamqwadyry37hnydxxsf/app.bsky.feed.post/3mftxtjeegs2x,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:43rudsv62fuwsmnk7oppgtdy/app.bsky.feed.post/3mftxliduts2h,2,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:rlemzspkw2i76uzqzne3smxj/app.bsky.feed.post/3mftxkre6u22t,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:jygkyki4zifgh5dxc2prip6f/app.bsky.feed.post/3mftxhfk4j223,1,0,1,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:dkynv35irtxp3o45w3nhzsvk/app.bsky.feed.post/3mftxf75of224,1,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:qbz5uawlp4p6rhyiwzmkmwy7/app.bsky.feed.post/3mftxdkt6fk2c,1,0,1,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:apnkaenosmnmatrc2zkrhan6/app.bsky.feed.post/3mftxdgd5ys23,1,0,1,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:gqj4adkarsz7bha2ph5bw6a2/app.bsky.feed.post/3mftxc52bh22j,1,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:l46kqu3odrq5idortxidwjxr/app.bsky.feed.post/3mftxbhuzl22i,2,1,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:a6teiqtbi5b4ieci3ohjjy6f/app.bsky.feed.post/3mftx6tqehy2t,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:7lahwvswqxzbvvlkt3zbyhwy/app.bsky.feed.post/3mftx4m7hg22b,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:7lahwvswqxzbvvlkt3zbyhwy/app.bsky.feed.post/3mftx4ib4h22b,0,0,1,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:43rudsv62fuwsmnk7oppgtdy/app.bsky.feed.post/3mftx4gvezs2l,0,1,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:st2irwyhi2snqwkds6vv2bws/app.bsky.feed.post/3mftwz5ktmc2v,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:465cmpzribvx5z35rrfkcnwt/app.bsky.feed.post/3mftwyxmjrc2e,0,0,0,0
6b44796a5a5b45fa84325019fa4f5d35,2026-02-27T15:00:00Z,2026-02-27T15:16:50Z,auth,auth_enUS_labelerexp,at://did:plc:uy4ogz6pfon66b2nasorxbj7/app.bsky.feed.post/3mftwx72bzs24,0,0,0,0
