run_id,snapshot_hour_utc,captured_at_utc,viewer_mode,vantage_id,post_uri,post_cid,label_src,label_val,label_neg,label_uri,label_cts
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:mghqtwlglaklq6uersztlz3w/app.bsky.feed.post/3mfs45yckcs2z,bafyreibgqoelhvmshzczi246wtgflldbi5aa3cbci45poqrr7j6abo7hea,did:plc:mghqtwlglaklq6uersztlz3w,!no-unauthenticated,,at://did:plc:mghqtwlglaklq6uersztlz3w/app.bsky.actor.profile/self,2025-11-19T11:31:41.820Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:msozpfjjqglbpbfjj42s23od/app.bsky.feed.post/3mfrxp4qstc2o,bafyreig44lbfdwzamwpvwhrwe4r62obwspmgzqwtlfbvmi2hmwvqgc6v5q,did:plc:msozpfjjqglbpbfjj42s23od,sexual,,at://did:plc:msozpfjjqglbpbfjj42s23od/app.bsky.feed.post/3mfrxp4qstc2o,2026-02-26T19:49:12.312Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:r242lbvixm62f5fxx7c7xkle/app.bsky.feed.post/3mfukduin3c2x,bafyreiflkvn3lcv5jhlhzfuczywdpdpf6y3h6m4hshy5dql3brhwuhgtvi,did:plc:uac6er53o2pvr5y2qmvaf7hw,meta-link,,at://did:plc:r242lbvixm62f5fxx7c7xkle/app.bsky.actor.profile/self,2025-09-15T19:31:12.776Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:whim33nxgb5dx43756thqjmq/app.bsky.feed.post/3mfuonl3nmk22,bafyreib4xwnzp33vtfmdneambcezsaqv7vswrreay7gkikwz6w3wcevsje,did:plc:whim33nxgb5dx43756thqjmq,!no-unauthenticated,,at://did:plc:whim33nxgb5dx43756thqjmq/app.bsky.actor.profile/self,1970-01-01T00:00:00.000Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:y6mlhy6ibrukxh4o2d57d6fk/app.bsky.feed.post/3mfpz5rjag22h,bafyreidqbx3uvhhek2p7jvzhpma3epl3ln66ho5l6v3kyfdztsymmw4dfm,did:plc:ar7c4by46qjdydhdevvrndac,porn,,at://did:plc:y6mlhy6ibrukxh4o2d57d6fk/app.bsky.feed.post/3mfpz5rjag22h,2026-02-26T01:13:13.560Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:vf3brikj2hizjtr52iceqiyf/app.bsky.feed.post/3mfuitzwcgs24,bafyreigmurxc5yww4xjtuxdfg4ci5ac7b57zoybknrqzvvvbpnqhxrv7ci,did:plc:uac6er53o2pvr5y2qmvaf7hw,x-link,,at://did:plc:vf3brikj2hizjtr52iceqiyf/app.bsky.actor.profile/self,2025-11-16T18:37:22.466Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:svftx2u5ko4iwscthhfylw5e/app.bsky.feed.post/3mfraayr4vc2i,bafyreics5kbo35wr3jofmh2mflayqaonkk5jhklfw2ytbz6qnezrn2ybeq,did:plc:ar7c4by46qjdydhdevvrndac,porn,,at://did:plc:svftx2u5ko4iwscthhfylw5e/app.bsky.feed.post/3mfraayr4vc2i,2026-02-26T12:49:47.223Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:svftx2u5ko4iwscthhfylw5e/app.bsky.feed.post/3mfraayr4vc2i,bafyreics5kbo35wr3jofmh2mflayqaonkk5jhklfw2ytbz6qnezrn2ybeq,did:plc:ar7c4by46qjdydhdevvrndac,porn,,at://did:plc:svftx2u5ko4iwscthhfylw5e/app.bsky.actor.profile/self,2025-07-04T20:24:52.732Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:lvu3kayfxvzcrbksvpcumf6k/app.bsky.feed.post/3mfqlcvggbs2f,bafyreiarrezcjh4oywutgr566bvvroescff3j65wjfmdpfkis6pbkyv2hy,did:plc:lvu3kayfxvzcrbksvpcumf6k,porn,,at://did:plc:lvu3kayfxvzcrbksvpcumf6k/app.bsky.feed.post/3mfqlcvggbs2f,2026-02-26T06:34:57.340Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:2pz3dttzddgkmnoxq4rmjmwr/app.bsky.feed.post/3mfv3uheob22l,bafyreia6ue3tjb4zbctodz3ktrvxs56goynpthttfs6hkbxv3jqt6cj6hu,did:plc:ar7c4by46qjdydhdevvrndac,porn,,at://did:plc:2pz3dttzddgkmnoxq4rmjmwr/app.bsky.feed.post/3mfv3uheob22l,2026-02-28T01:41:52.824Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:2pz3dttzddgkmnoxq4rmjmwr/app.bsky.feed.post/3mfv3uheob22l,bafyreia6ue3tjb4zbctodz3ktrvxs56goynpthttfs6hkbxv3jqt6cj6hu,did:plc:ar7c4by46qjdydhdevvrndac,nudity,,at://did:plc:2pz3dttzddgkmnoxq4rmjmwr/app.bsky.actor.profile/self,2025-12-27T19:05:59.498Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:odyylqbzzbkmnijnxdtl2vkb/app.bsky.feed.post/3mfs72knkqk2w,bafyreiexwpv3lyl2xosuk3z2jmes5qvo33ppufjodrmmtocunq6uyl6woy,did:plc:odyylqbzzbkmnijnxdtl2vkb,!no-unauthenticated,,at://did:plc:odyylqbzzbkmnijnxdtl2vkb/app.bsky.actor.profile/self,2024-10-23T16:46:15.175Z
ac492adb938d4d20b75d941df1cb8db4,2026-02-28T19:00:00Z,2026-02-28T19:18:43Z,auth,auth_enUS_labelerexp,at://did:plc:evxi4m7ca2ba5tc4f4f7md25/app.bsky.feed.post/3mfruykttzc2z,bafyreibqr5dq4t3av6llcm4axfrhpdsceo3oyomsvm3yonafukztrmqvya,did:plc:l624mewisyr6hymexmrjkprc,artistdesigner,,did:plc:evxi4m7ca2ba5tc4f4f7md25,2024-10-20T11:57:47.371Z
