run_id,job_name,sample_family,collection_params_hash,study_id,panel_hash,panel_version_id,collector_version,schema_version,request_provenance_version,provenance_source,provenance_level,partial_reason,captured_at_utc,request_started_at_utc,request_finished_at_utc,request_order_in_run,request_order_in_window,request_order_in_sweep,snapshot_hour_utc,scheduled_window_start_utc,scheduled_window_end_utc,window_index,window_minute,window_minutes,randomization_seed,shard_id,shard_count,shard_membership_hash,date_utc,viewer_mode,vantage_id,host_kind,host,endpoint,feed_uri,page_no,cursor_in,cursor_out,depth_requested,depth_returned,http_status,retry_count,response_hash,error_class
592dd86fe87742329ce1351a246db692,hydrate-feed-generators,hydrate-feed-generators,07026a92d4045d57,,,,2.1.0,2026-03-17.1,2026-03-17.1,live_request,complete,,2026-04-02T19:07:59Z,2026-04-02T19:07:59Z,2026-04-02T19:07:59Z,1,1,1,,,,,,,,,,,2026-04-02,unauth,unauth,public_appview,https://public.api.bsky.app,app.bsky.feed.getFeedGenerator,at://did:plc:r5l63cwf3e6uyw34w67nf3ln/app.bsky.feed.generator/a,0,,,,,400,0,14fba3b850ed8241,http_400
