run_id,job_name,sample_family,collection_params_hash,collector_version,schema_version,request_provenance_version,provenance_source,provenance_level,partial_reason,request_started_at_utc,request_finished_at_utc,request_order_in_run,request_order_in_sweep,snapshot_hour_utc,date_utc,viewer_mode,vantage_id,host_kind,host,endpoint,feed_uri,page_no,cursor_in,cursor_out,depth_requested,depth_returned,http_status,retry_count,response_hash,error_class
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:32:53Z,,1,1,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,163,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:32:54Z,,2,2,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,75,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:32:55Z,,3,3,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,100,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:32:56Z,,4,4,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,100,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:32:57Z,,5,5,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,100,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:32:58Z,,6,6,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,75,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:32:59Z,,7,7,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,123,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:00Z,,8,8,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,125,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:01Z,,9,9,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,150,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:02Z,,10,10,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,150,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:03Z,,11,11,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,149,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:04Z,,12,12,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,175,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:05Z,,13,13,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,99,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:06Z,,14,14,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,174,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:07Z,,15,15,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,150,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:08Z,,16,16,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,175,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:09Z,,17,17,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,174,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:10Z,,18,18,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,175,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:11Z,,19,19,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,225,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:12Z,,20,20,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,100,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:13Z,,21,21,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,200,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:14Z,,22,22,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,175,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:15Z,,23,23,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,125,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:16Z,,24,24,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,125,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:17Z,,25,25,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,149,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:18Z,,26,26,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,125,,,,
7ba7d4f459b24eac814b296c14c3786c,hydrate-authors,author_profile_hydration,13f3bd30f3897cf9,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-03-11T00:33:19Z,,27,27,,2026-03-11,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,124,,,,
