run_id,started_at_utc,finished_at_utc,appview_host,relay_host,auth_mode,rps,max_retries,posts_per_feed,n_discovery,n_popular,n_less_known
6d0a16eb857c44ad83fd98cc8eebba18,2026-02-05T21:19:30Z,,https://public.api.bsky.app,https://relay1.us-east.bsky.network,unauth,5.0,7,200,2000,2000,2000
