run_id,snapshot_hour_utc,captured_at_utc,viewer_mode,vantage_id,feed_uri,bucket,post_uri,post_cid,author_did,author_handle,record_created_at,indexed_at,text
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:i3f724flotn4tpzfa26mhixz/app.bsky.feed.post/3mfupp42c3x2h,bafyreibzls5haw7vsvnrvxff3fnibqt2gcgzlb3xdscqqb3rqc47ynbdg4,did:plc:i3f724flotn4tpzfa26mhixz,jthume.bsky.social,2026-02-27T22:04:00.000Z,2026-02-27T22:04:00.957Z,"On the NV Author Network, Jade Griffin shares her experience and wisdom on the interplay between tabletop gaming and writing. She also highlights her upcoming projects and reflects on her past works. Check it out! 

#writers #podcast 

twomoorebooks.com/20..."
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:i3f724flotn4tpzfa26mhixz/app.bsky.feed.post/3mfupox2by72h,bafyreiayzyi45xijmpahsjo6taxvja73t4rxy4mijell4dtkfpp3ouyege,did:plc:i3f724flotn4tpzfa26mhixz,jthume.bsky.social,2026-02-27T22:03:55.000Z,2026-02-27T22:03:55.750Z,"On the ""CC&JT Amateur Hour,"" VL Stuart, retired psychologist & author living in Costa Rica, shares her journey from psychology to writing, her experiences as an expat, and her insights into the dystopian genre. Fascinating stuff! 😮

carsonhume.com/2026/...

#writers
"
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:kjzjsjbviikodsd7g4gc3ikv/app.bsky.feed.post/3mfupoie7jc2t,bafyreicy4kkoji7ch4yovbhaboittnba72xuibjveued6qplj34a6ssxny,did:plc:kjzjsjbviikodsd7g4gc3ikv,ncsayers.bsky.social,2026-02-27T22:03:40.225Z,2026-02-27T22:03:40.749Z,"Note to everyone! Writer’s Digest is having its annual conference coming up in July. I’m especially looking forward to the preconference workshop. #AmWriting #WriteSky #WriterSky #WritingCommunity

www.writersdigestconference.com"
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:mxeq3emwivvt66ouf5q6s4i2/app.bsky.feed.post/3mfupmds2ab24,bafyreifyqjtlhhoezqxqee4y3hgyck2aqx52y3e3zxsfxcljhbn7xge23m,did:plc:mxeq3emwivvt66ouf5q6s4i2,jeffrayharrison.bsky.social,2026-02-27T22:02:28.299Z,2026-02-27T22:02:30.051Z,#writing #writingcommunity #writer #writers #novel #shortfiction #amquerying #amwriting #teach #teaching #teacher #englishteacher #highschool
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:trdztslyubf7yca3cuwuggw7/app.bsky.feed.post/3mfuplfni4n2w,bafyreid6tt7kdettl34lin7lq4m7nrlafbyipkqocountko5uvhugydv54,did:plc:trdztslyubf7yca3cuwuggw7,cinestory.bsky.social,2026-02-27T14:01:56-08:00,2026-02-27T22:01:57.456Z,"Apply by midnight for the CineStory Residency! Eight days of generative writing workshops, community-building, and space to advance your project. Link in bio.
 #screenwriting #residencies #writingtime #story #workshops"
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:e7fsbl4fllat6met56wovddu/app.bsky.feed.post/3mfupkxvn7s27,bafyreibkktleu5bavv7f2vkxhi6becwjxlpajijdxk5t3lji4enouhj3pi,did:plc:e7fsbl4fllat6met56wovddu,lindsayjsedgwick.bsky.social,2026-02-27T22:01:42.236Z,2026-02-27T22:01:45.559Z,"Excited about my first workshop in @hodgesfiggis.bsky.social  on March 5th - and to see all the fabulous and fantastical creatures that will come to life! 

#Wulfiebooks #writingworkshops 

Photo: Barbara Henkes
Illustration: page 1 - J Wolff; page 2 - J Wolff (bks 1&2), Rosa Devine (bks 3&4)"
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:qboml6pqgrceeoykk57n52jp/app.bsky.feed.post/3mfupkx4t5c2w,bafyreibsnv46k5nbtvrahgafrck3z6boiiwe7nq7ccczoen6hoas5utkse,did:plc:qboml6pqgrceeoykk57n52jp,inventingreality.bsky.social,2026-02-27T22:01:41.481123+00:00,2026-02-27T22:01:41.759Z,#writingcommunity #writinglife #writing #amwriting #Litopia inventingrealityediting.com/2...
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:6gqerxufxc4sf6xsvcmpajjl/app.bsky.feed.post/3mfupkc3xv62p,bafyreienjmyh5yizlz5zon6oyanq2432rqkpam6waiovngsynwfmdpk2by,did:plc:6gqerxufxc4sf6xsvcmpajjl,shanreeb.bsky.social,2026-02-27T22:01:19.273Z,2026-02-27T22:01:20.761Z,"This week is all about IGGY! 
THE DOOR BETWEEN NO WALLS - FROM THE CHRONICLES OF THE NIGHT MARKET

Everyone finds the Market in a different way. Iggy's took a while, but he got there in the end.

#WIPSnips #WriteSky #WritingCommunity #magicalrealism"
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:rvez4nurfhmymhjziokl3kyv/app.bsky.feed.post/3mfupjk45pk22,bafyreifv2tstlys6tfpce4cnfrcxk4oz7zj5zdtbwyxvx6mvilihs6xxp4,did:plc:rvez4nurfhmymhjziokl3kyv,saracrown.bsky.social,2026-02-27T22:00:54.284Z,2026-02-27T22:01:28.852Z,"POV: You wanted a Mulan arc… so you wrote one. ⚔️✨
A Woman in a Man’s Clothing is out now.
Mulan girlies, consider this your sign. 💕
#booklovers #author #writers #booklover #readers #Romance #BlueSky #BookSky #book  #WritingCommunity #ReadingCommunity #love #bookblog"
4f2cbc8e45b34785b8a5cec67c106b03,2026-02-27T22:00:00Z,2026-02-27T22:17:16Z,auth,auth_enUS_labelerexp,at://did:plc:abv47bjgzjgoh3yrygwoi36x/app.bsky.feed.generator/aaai4f7awwzkc,suggested_labelerexp,at://did:plc:z5ptmit32ew4wrgnsshagsr6/app.bsky.feed.post/3mfupidoidu2z,bafyreiapq5yxlspr6zmeetycnpf6r5w3o7uqmtmocig5e4orhzyuubhp7y,did:plc:z5ptmit32ew4wrgnsshagsr6,kerry767.bsky.social,2026-02-27T22:00:03.000Z,2026-02-27T22:00:14.662Z,#readingcommunity #horrorcommunity #writingcommunity #flashfiction #microfiction #twosentencehorror #darkhumour #supportindieauthors #booktok #bookstagram #booksky #horrortok #fyp 
