run_id,job_name,sample_family,collection_params_hash,collector_version,schema_version,request_provenance_version,provenance_source,provenance_level,partial_reason,request_started_at_utc,request_finished_at_utc,request_order_in_run,request_order_in_sweep,snapshot_hour_utc,date_utc,viewer_mode,vantage_id,host_kind,host,endpoint,feed_uri,page_no,cursor_in,cursor_out,depth_requested,depth_returned,http_status,retry_count,response_hash,error_class
128ee03368b04c509fad63e54f0884d3,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:07:44Z,,1,1,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,75,,,,
128ee03368b04c509fad63e54f0884d3,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:07:45Z,,2,2,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,122,,,,
69f3f15046b04114976aa70eece16f07,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:09:19Z,,3,3,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,25,,,,
69f3f15046b04114976aa70eece16f07,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:09:20Z,,4,4,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,41,,,,
4c71574a628e4eccbded1980e1bf429b,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:10:57Z,,5,5,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,8,,,,
b8d940c8d12747fe9d7beebd6e55918b,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:12:12Z,,6,6,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,50,,,,
b8d940c8d12747fe9d7beebd6e55918b,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:12:13Z,,7,7,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,39,,,,
26ff2a0469ad4fd6af3f68ca96016f62,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:15:03Z,,8,8,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,137,,,,
47667ba5c1744907b3e21ecb542ef6a2,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:16:53Z,,9,9,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,75,,,,
47667ba5c1744907b3e21ecb542ef6a2,hydrate-authors,author_profile_hydration,eae7132be0a5ba19,,,,legacy_author_profiles,partial,"legacy backfill reconstructed from author_profiles; host, finished_at, retries, and hashes are unavailable",2026-02-16T00:16:54Z,,10,10,,2026-02-16,unauth,unauth_enUS,public_appview,,app.bsky.actor.getProfiles,,0,,,,5,,,,
