run_id,vantage_id,did,resolved_pds_host,resolution_method,did_doc_url,service_endpoint,error,captured_at_utc
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2szilkuqonmastk6gt3ny6xd,https://phellinus.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:2szilkuqonmastk6gt3ny6xd,https://phellinus.us-west.host.bsky.network,,2026-04-03T08:26:26Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2tdgzwjdfgomblcjywnis6ab,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:2tdgzwjdfgomblcjywnis6ab,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:27Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2tonx7ffgyqns4kuimksa2wj,https://cordyceps.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:2tonx7ffgyqns4kuimksa2wj,https://cordyceps.us-west.host.bsky.network,,2026-04-03T08:26:29Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2umxd5fmuaytudpnroybmkv7,https://ganoderma.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:2umxd5fmuaytudpnroybmkv7,https://ganoderma.us-west.host.bsky.network,,2026-04-03T08:26:30Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2ur72e2u3aeeabrehyu3pyvu,https://jellybaby.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:2ur72e2u3aeeabrehyu3pyvu,https://jellybaby.us-east.host.bsky.network,,2026-04-03T08:26:31Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2uyd2kta6txiw5wugweuphhf,https://stropharia.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:2uyd2kta6txiw5wugweuphhf,https://stropharia.us-west.host.bsky.network,,2026-04-03T08:26:31Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2vftgrj7mnkm4fi66joa2oz4,https://conocybe.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:2vftgrj7mnkm4fi66joa2oz4,https://conocybe.us-west.host.bsky.network,,2026-04-03T08:26:32Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2vqew6wgcekz2aokapnfjskw,https://leccinum.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:2vqew6wgcekz2aokapnfjskw,https://leccinum.us-west.host.bsky.network,,2026-04-03T08:26:32Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2vu3a22dpcnjcufnmtnl62vr,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:2vu3a22dpcnjcufnmtnl62vr,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:33Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2xmyrlbajfevm6xebndvbyu4,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:2xmyrlbajfevm6xebndvbyu4,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:33Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2yseyilhoadrgyj7laok7n5v,https://porcini.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:2yseyilhoadrgyj7laok7n5v,https://porcini.us-east.host.bsky.network,,2026-04-03T08:26:33Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2z465iz2pndrcdbhbrhfbmmu,https://meadow.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:2z465iz2pndrcdbhbrhfbmmu,https://meadow.us-east.host.bsky.network,,2026-04-03T08:26:34Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2z6k6rugxebs4uk4npf3kzir,https://waxcap.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:2z6k6rugxebs4uk4npf3kzir,https://waxcap.us-west.host.bsky.network,,2026-04-03T08:26:34Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:2zxlmj2dvub7smpul2lvwqfk,https://eurosky.social,plc_directory,https://plc.directory/did:plc:2zxlmj2dvub7smpul2lvwqfk,https://eurosky.social,,2026-04-03T08:26:35Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:32k7yghbibssw752q5tr2bph,https://scarletina.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:32k7yghbibssw752q5tr2bph,https://scarletina.us-east.host.bsky.network,,2026-04-03T08:26:36Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:32rgcifgpxwtyo5zya2cfkbi,https://matsutake.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:32rgcifgpxwtyo5zya2cfkbi,https://matsutake.us-west.host.bsky.network,,2026-04-03T08:26:36Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:332buyuf5apjnt42ucsu3dbq,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:332buyuf5apjnt42ucsu3dbq,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:37Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:336qirp5agd3agd7u4uynocv,https://maitake.us-west.host.bsky.network,plc_directory,https://plc.directory/did:plc:336qirp5agd3agd7u4uynocv,https://maitake.us-west.host.bsky.network,,2026-04-03T08:26:37Z
fa14dd6c4e7c4eb7b14198248b2561eb,unauth,did:plc:34bgcr5z3jev67b6fpisfcoh,https://morel.us-east.host.bsky.network,plc_directory,https://plc.directory/did:plc:34bgcr5z3jev67b6fpisfcoh,https://morel.us-east.host.bsky.network,,2026-04-03T08:26:37Z
